"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"195",-0.872483522692627,-1.02068583982546,-0.818640547609735,0.159418850592768,0.583219333743806,0.0849369938126932,1.07194721023155,0.620604956865346,0.577542207724357,0.088637057178558,0
"556",-0.751817766443669,2.70469452342255,-0.146857357421981,0.927427792631672,-0.0545155733220468,-0.633902547311766,-0.60314312703257,-1.55238062306335,-2.1123613639862,0.325235545729444,1
"325",3.7350708359948,-0.622051356993537,2.72668530063401,-1.78274118408475,-1.72092939648693,0.621122246957811,-2.46261200475741,0.249894446423328,1.1624259369216,-0.726023635242468,1
"266",0.705934145293657,0.376789838486944,0.592388479838228,-0.227971093124236,-0.402093665997079,0.0198662783596382,-0.676028889352602,-0.240643466294584,-0.140291717584834,-0.102895603847198,0
"299",-0.111909536924412,-1.57973776946011,-0.330787074430271,-0.298910229729841,0.299988694277428,0.296716728509583,0.754675208702541,0.923275718391565,1.12910916476611,-0.0892243933781832,0
"174",-0.439654545073916,0.467272077180042,-0.259548883539303,0.296705353625535,0.141325250598354,-0.150850270388343,0.122012337066915,-0.258877779593995,-0.423776663626079,0.112819579816686,0
"56",-0.101979684654282,1.27128068734872,0.121021948897978,0.325154961612106,-0.147961244677103,-0.264405652200264,-0.46707954343795,-0.737222570104256,-0.945117235655775,0.106910346108444,0
"152",-0.0721343593631236,0.440877187630417,0.0141743559395663,0.128962514985842,-0.033420047619489,-0.0966015580168861,-0.135131610139594,-0.254561225184972,-0.334748267136286,0.0437980759380575,0
"56.1",-0.101979684654282,1.27128068734872,0.121021948897978,0.325154961612106,-0.147961244677103,-0.264405652200264,-0.46707954343795,-0.737222570104256,-0.945117235655775,0.106910346108444,0
"407",-1.48033570811454,-2.53470587021924,-1.51410715549495,0.0935005579157502,1.11433629527876,0.302510848259356,2.16079794862725,1.52052819356327,1.56459520697113,0.0946421925140807,1
"169",1.19566534046501,1.00382280144599,1.06033046616867,-0.305525697026875,-0.737869569922496,-0.0384851894581628,-1.30077277407009,-0.6205054353954,-0.503876639785414,-0.148890952349586,0
"369",-3.06847405690038,-1.86012721134573,-2.60957615191045,0.941909094972615,1.78233197265571,-0.0424893365308757,3.03319979993312,1.17547424633477,0.771712171033265,0.431817504199551,1
"61",-0.435830729610978,-0.10513228467091,-0.345861578876004,0.168847511615505,0.228430038598731,-0.0374163948546131,0.36305805422991,0.074328631170197,-0.00622533051930983,0.0723777098047543,0
"368",3.61957183660655,1.44865329360376,2.962069076114,-1.27541552006863,-1.98656165028153,0.197202654371192,-3.26036487877684,-0.952440550839493,-0.367399959439074,-0.56113663955301,1
"188",0.248792461142876,-0.0248989305636892,0.184201002598414,-0.115103169092561,-0.117200894986084,0.0381106762115187,-0.171078262769929,0.00701632755065126,0.0653876214349471,-0.0472122126176612,0
"686",2.89412867073878,-1.22083807800672,1.99763797267103,-1.54422128662232,-1.21863255353571,0.627036054739687,-1.59342291213787,0.62387126336574,1.43873211721317,-0.613859839852733,1
"615",-0.243774140286036,3.09446935285426,0.297954124030039,0.789506973876982,-0.362327228107212,-0.643004262945054,-1.14019055480267,-1.7946336591436,-2.29969653656348,0.259419222431187,1
"253",-0.0954670165306737,0.462547683472897,-8.7457196746521e-05,0.144019338606008,-0.0254337134617094,-0.10399018944212,-0.127323938060452,-0.266478585760378,-0.354960587344595,0.0495682900310419,0
"456",0.587001805392328,3.31550278863174,0.96044701383543,0.472199330268996,-0.800964780884017,-0.575751673376516,-1.8410367409846,-1.94833214006782,-2.30285365585392,0.122886059326195,1
"166",-0.485756922071036,1.17754316656561,-0.183712656054758,0.473580077245002,0.0533667865387654,-0.297124031758221,-0.146888487463906,-0.671094895408593,-0.949753076557342,0.1705629560441,0
"674",2.79786348929125,2.0103226399403,2.42840736151357,-0.789574471997596,-1.6739877806892,-0.0232511537184096,-2.89956345794553,-1.25479678274451,-0.932484921452199,-0.371917068760149,1
"536",-0.753958532738715,3.35027886007018,-0.0478679602114945,1.07067491390255,-0.153813341004574,-0.761548745029814,-0.87659180456066,-1.92825167727941,-2.58288269456038,0.370450711085501,1
"389",-3.2420853420641,-2.25936696760932,-2.80303966330389,0.930396970511472,1.92886866073552,0.0131059470030542,3.33005426106078,1.41318037494255,1.02946255476619,0.435836808404468,1
"585",0.504274416540048,-3.01004209644926,-0.0878649120382372,-0.885670062883801,0.222436962375399,0.661109406577265,0.913990676262614,1.73763524143841,2.28769660505098,-0.301181154912242,1
"486",3.54519067198349,1.6418214331445,2.93594195923674,-1.20006474180535,-1.98038830481214,0.149169194579297,-3.28833432126019,-1.06268873947506,-0.52219318647046,-0.534126585454381,1
"120",0.849034416766375,0.566075786805709,0.730067212668738,-0.249295598538975,-0.501150728997389,0.00161921030082182,-0.861164089970356,-0.3551720334949,-0.250949007266923,-0.115914359647543,0
"333.1",-0.721744894979342,-3.48765586273417,-1.08913792920135,-0.450780352229138,0.893292091429488,0.591733951455273,2.01277054611441,2.05263257103903,2.40262216373102,-0.110205578199111,1
"328",-1.3446165120708,-3.83563477500537,-1.61424320120502,-0.253054856128984,1.25048681216623,0.577267653261849,2.6158684610012,2.27400069564306,2.53771084394829,-0.0204948197051341,1
"478",0.911727029047185,3.25855856580605,1.19705746516444,0.316577521758156,-0.950136497664606,-0.521186723582354,-2.05391524828506,-1.92493903967405,-2.19970779925692,0.0595671125319267,1
"656",-3.60467443637202,1.08930600052202,-2.55529179632476,1.82828552252277,1.58485135720192,-0.695902024467564,2.1683423381947,-0.525907128355767,-1.47791311688131,0.734627104891349,1
"302",-3.42738561442133,0.420226681070577,-2.5255348381168,1.6026914848685,1.60256787161601,-0.540249159735143,2.32389477008851,-0.141622335530215,-0.957014707933666,0.655760640781459,1
"665",-3.42365400535917,-2.07152523320071,-2.91102807394926,1.05179911187243,1.98803090825124,-0.0481797198490813,3.38262931012033,1.30925765759632,0.858188577354559,0.482072720382123,1
"347",-0.339636846800713,3.31058850039961,0.259164148443954,0.879381256866143,-0.349267386344849,-0.698431961868793,-1.16224961818381,-1.91760054855579,-2.47528294804945,0.291949983317074,1
"647",3.67876601644985,1.20536792811414,2.9689049287727,-1.35512227375063,-1.97755505907394,0.25309667720339,-3.19995548035001,-0.812551425557711,-0.178996004212358,-0.588849964484187,1
"295",0.939243217619311,-0.0761767249691133,0.698174409020764,-0.430609949426246,-0.445227681454073,0.140359821786493,-0.653447919231289,0.0161100733871265,0.233873932613838,-0.176998509710439,0
"346",-1.67099512137222,2.88618502958777,-0.813450362401747,1.37241093227449,0.364579055407486,-0.792361046506644,-0.00921118858702741,-1.63042032482459,-2.41911346766041,0.505877757132368,1
"602",-0.194463916001194,3.31111623035012,0.368993710537004,0.815536241662916,-0.419995448661634,-0.679164334929656,-1.26848943555249,-1.92227412777867,-2.44809276054954,0.265446571076548,1
"686.1",2.89412867073878,-1.22083807800672,1.99763797267103,-1.54422128662232,-1.21863255353571,0.627036054739687,-1.59342291213787,0.62387126336574,1.43873211721317,-0.613859839852733,1
"227",0.0051116619579013,-0.755511102815492,-0.113874440722885,-0.16878683762223,0.114937327758186,0.149728925388919,0.318106754568437,0.439794045498517,0.551134333584663,-0.053390659716061,0
"656.1",-3.60467443637202,1.08930600052202,-2.55529179632476,1.82828552252277,1.58485135720192,-0.695902024467564,2.1683423381947,-0.525907128355767,-1.47791311688131,0.734627104891349,1
"472",-3.89266910536534,-1.34582790052212,-3.1524998933124,1.41840413841922,2.10347841259749,-0.253929832137,3.41599630417513,0.900777234144353,0.240649753416037,0.618202719883716,1
"174.1",-0.439654545073916,0.467272077180042,-0.259548883539303,0.296705353625535,0.141325250598354,-0.150850270388343,0.122012337066915,-0.258877779593995,-0.423776663626079,0.112819579816686,0
"385",-2.42032585782786,-2.99765798930057,-2.29686398578437,0.405601285913873,1.64372121823916,0.268410409295759,3.0444544374566,1.81838506624972,1.7231731870629,0.234344806129198,1
"341",3.43189115860089,-0.743868363685281,2.47850465226577,-1.67601578912465,-1.55445861767169,0.604698234930433,-2.18931713230487,0.329949233060439,1.19354647217624,-0.679055211599148,1
"464",2.30155386078049,-2.42049789581457,1.36271054963048,-1.54757725940819,-0.743809314694657,0.784631691382649,-0.64964281942489,1.3402773723701,2.19976973477912,-0.588821209186049,1
"595",2.86844462210131,-1.23632286704314,1.97580828887453,-1.53631848112101,-1.2037271164271,0.62666363079897,-1.56807034314871,0.633660818759532,1.4451296579428,-0.610239493744148,1
"379",3.21502326207927,0.9736653623387,2.58221782214255,-1.20187653036523,-1.71586998284739,0.236925446425354,-2.76259661043645,-0.663679137542591,-0.0983544921144618,-0.520157413647616,1
"419",1.82611239622932,2.87181749688104,1.82804162322284,-0.171537002313461,-1.33499824493397,-0.322875940374166,-2.55691321585101,-1.72723409581928,-1.74440237510964,-0.134449868247225,1
"240",-1.20089908475384,1.04682558646445,-0.74471431660543,0.759848963882027,0.421695759160489,-0.366764023930461,0.431040568818656,-0.573466814095991,-0.990400243700384,0.292227071424447,0
"469.1",1.58869151828077,3.17249240290073,1.6954141566648,-0.00065566130302197,-1.26619345188242,-0.413874141719821,-2.5116168557997,-1.89518177963316,-2.00845020029313,-0.0701690717704609,1
"178",0.391618150802853,-0.562432046729516,0.208404784066775,-0.296516914880293,-0.103158944389706,0.163213448196423,-0.0463958132251955,0.315735911341665,0.483948038839591,-0.110644804999182,0
"427",-1.99676042034326,1.37604580224549,-1.29506113598174,1.18306418889466,0.75781986076027,-0.537911390136812,0.871987606708406,-0.741241095147734,-1.3813062378961,0.460582114954276,1
"365",-3.41008801534498,0.0930453177537178,-2.5634461546869,1.52295092485301,1.64500223320729,-0.473394818619109,2.45063865753387,0.0483810437438499,-0.715475594787541,0.629881702355227,1
"694",3.30610479215761,-1.43173399746303,2.27621624097293,-1.77221976845283,-1.38633565242674,0.723615190142815,-1.80443610359554,0.734289033436606,1.67055828203035,-0.703818793513248,1
"257",-1.14020672554938,0.343766799551854,-0.808396896610502,0.578135863210431,0.501433278674231,-0.219966228481282,0.686214446308414,-0.165888365989701,-0.466904576802354,0.23231716103317,0
"534",-3.08464278437886,0.303562392391811,-2.28461026629572,1.42596746090938,1.4539101338196,-0.471498414801828,2.12329870628635,-0.0839950641102591,-0.806958375758583,0.585001327242836,1
"32",0.593483060314931,1.85549877850766,0.737819884190616,0.147520127609501,-0.577198579222783,-0.286858003291467,-1.22382372662869,-1.09834031966236,-1.2384472312247,0.0203311156424688,0
"679",-1.18452318980293,2.86645763696944,-0.44876333947102,1.15372916557552,0.130911537682365,-0.723554887046626,-0.35606196033295,-1.63356400939401,-2.31234637605526,0.41557280696458,1
"349",0.814348157792291,3.23601074532724,1.11992748020826,0.354511271632997,-0.899244176679896,-0.529732645072925,-1.97319753592114,-1.90888023437285,-2.20178483652462,0.0758040821027496,1
"58",1.23757883008297,0.635043912943981,1.03454563171649,-0.405280903208686,-0.700948861175088,0.0398602103103988,-1.17428496083258,-0.407019420774761,-0.227370597357959,-0.182158262221365,0
"417",0.114704338320617,3.05948385396378,0.563503286358147,0.623854197649911,-0.531337336940332,-0.588267316473874,-1.38707213358818,-1.78504269588613,-2.20612985842078,0.191454236999719,1
"662",-0.444488874375789,-3.61024471316817,-0.898643127664764,-0.599957654263065,0.777423263166188,0.652914993490971,1.86252114223914,2.11567942646289,2.54455404825111,-0.169404151993446,1
"473",3.3990405222196,-0.345612917927855,2.51573441283714,-1.57375614466505,-1.60037099145293,0.521747054042498,-2.33497994626319,0.0990259082043785,0.897297011075494,-0.645398146313863,1
"469.2",1.58869151828077,3.17249240290073,1.6954141566648,-0.00065566130302197,-1.26619345188242,-0.413874141719821,-2.5116168557997,-1.89518177963316,-2.00845020029313,-0.0701690717704609,1
"580",3.49383835338883,0.0143152647400292,2.6434904972324,-1.53618513251407,-1.70244442049949,0.463390344898093,-2.55753322862707,-0.113417958403029,0.653203318231405,-0.637738481599775,1
"583",1.10796492224281,3.41485884617287,1.3697665084997,0.26457034132196,-1.06992534149544,-0.525835763054768,-2.26380356291142,-2.02185764151732,-2.27625183342338,0.0345436660953351,1
"124",1.76152827092272,-0.0190278447278583,1.32870863937601,-0.780301121093097,-0.854261626608649,0.238810453078028,-1.27828042206283,-0.0419000903743638,0.348444816411798,-0.323358122156393,0
"154",-1.43610680536181,-1.31748437716697,-1.29097953055616,0.342321799944856,0.90362714101317,0.0682798995224514,1.60997572662766,0.8103878491651,0.686615088501661,0.171069746650581,0
"74",0.58318872536876,-1.68721707410978,0.177941302139789,-0.628852946735764,-0.0215646409948587,0.410673436987555,0.292852872858863,0.964956840541061,1.33940419059309,-0.223762479879981,0
"166.1",-0.485756922071036,1.17754316656561,-0.183712656054758,0.473580077245002,0.0533667865387654,-0.297124031758221,-0.146888487463906,-0.671094895408593,-0.949753076557342,0.1705629560441,0
"219",0.801293913259917,-0.81753211509465,0.478355267171256,-0.533245655869059,-0.262872209239978,0.268206196974603,-0.236898634599125,0.4519637435792,0.747526742737567,-0.203252368447641,0
"26",-1.07510720789696,-1.72531392144796,-1.08162842177535,0.0933735249424367,0.79133922043437,0.196907737430848,1.52008062531846,1.0370168203615,1.05216577997472,0.0767567898537311,0
"696",-3.93303481344121,-2.23077886333949,-3.32092604436652,1.24112206818839,2.26066466940097,-0.0847335365627878,3.82245367741986,1.41731424575346,0.877404155725599,0.564138902966976,1
"341.1",3.43189115860089,-0.743868363685281,2.47850465226577,-1.67601578912465,-1.55445861767169,0.604698234930433,-2.18931713230487,0.329949233060439,1.19354647217624,-0.679055211599148,1
"596",-2.24884730965331,-2.97416762566367,-2.16356950236217,0.335227925439668,1.55662300325087,0.286658176483421,2.90922265824082,1.79954875286493,1.73863852730221,0.204626611471261,1
"394",0.944357060313214,3.31283657570009,1.23018367815427,0.314165460712586,-0.974451495774505,-0.527540540412576,-2.10086573595676,-1.95752749934711,-2.23303523917813,0.0573703899922791,1
"271",0.254820058069804,0.294544474197145,0.238539736360695,-0.0473450443004855,-0.169783415666045,-0.0241046326644381,-0.311559485220119,-0.179182635305562,-0.16608626654422,-0.0261347692722541,0
"238",-1.00061950427334,-0.168106442964532,-0.782642490200905,0.403805062647716,0.513063007504804,-0.100357760903475,0.802331011478079,0.127986410399387,-0.0676448092605293,0.171258215012989,0
"313",-1.73319204312121,2.16706606771706,-0.972537163301205,1.24130119178517,0.506614782728699,-0.658793136523203,0.342546145816085,-1.20979368466921,-1.90726464938673,0.467318994274728,1
"42",-1.36769119125276,-0.302534307368555,-1.0810892690383,0.535900693928679,0.712585825817245,-0.122819598335244,1.12765620446986,0.217306366394726,-0.0394768389752273,0.229031583557191,0
"559",2.68173235501724,-2.25152441308407,1.67644935041636,-1.67783281131679,-0.95507957794914,0.802027347374435,-0.999255545261245,1.23044667276175,2.14893517195531,-0.646592173327808,1
"219.1",0.801293913259917,-0.81753211509465,0.478355267171256,-0.533245655869059,-0.262872209239978,0.268206196974603,-0.236898634599125,0.4519637435792,0.747526742737567,-0.203252368447641,0
"302.1",-3.42738561442133,0.420226681070577,-2.5255348381168,1.6026914848685,1.60256787161601,-0.540249159735143,2.32389477008851,-0.141622335530215,-0.957014707933666,0.655760640781459,1
"248",0.385122051287132,0.209956651953621,0.323862824570512,-0.123399841535051,-0.220045747828776,0.0099701816109797,-0.3706812336033,-0.133844624785081,-0.079739528398219,-0.0558292124113935,0
"300",-0.307002836466274,0.905234810345527,-0.0910152656063702,0.334799317008558,0.00870237857982931,-0.21955040906352,-0.161426267476897,-0.517901083576272,-0.717505087052747,0.118976963935248,0
"542",2.2665282260441,-3.24589288940536,1.20760256171441,-1.71408438108602,-0.59847816633288,0.942791391185978,-0.272455330489394,1.82197325553316,2.79416976817131,-0.6397262294903,1
"365.1",-3.41008801534498,0.0930453177537178,-2.5634461546869,1.52295092485301,1.64500223320729,-0.473394818619109,2.45063865753387,0.0483810437438499,-0.715475594787541,0.629881702355227,1
"651",3.33453460279657,0.460295705086776,2.59256213405298,-1.36769200365821,-1.6942380746991,0.354150219583086,-2.6311818342574,-0.36832916247669,0.298181706128367,-0.577650049175772,1
"443",-3.89204198720828,-0.961324809455734,-3.0921049027095,1.50288252733204,2.04341208632999,-0.329700716188002,3.2517441443871,0.676855265453071,-0.0392263971042875,0.644784643951766,1
"65",-2.05316855658197,0.480080728035575,-1.47733142282303,1.01042240525325,0.924524765000464,-0.368682922793416,1.29485213029446,-0.21780786942579,-0.73957849208014,0.408686398992496,0
"597",1.12210010782893,3.34116236058222,1.36896752703808,0.242097896978682,-1.06534976953082,-0.509410773757848,-2.24273211034793,-1.97936797931949,-2.21990116072342,0.0268426693634616,1
"699",1.43484511398595,3.28894443886678,1.59725776180906,0.0927962216689814,-1.20942609111982,-0.457376854922783,-2.44887521300133,-1.95836676831369,-2.12247254810464,-0.0339579386856529,1
"325.1",3.7350708359948,-0.622051356993537,2.72668530063401,-1.78274118408475,-1.72092939648693,0.621122246957811,-2.46261200475741,0.249894446423328,1.1624259369216,-0.726023635242468,1
"319",0.252066153014694,-3.96911488227489,-0.427990185552025,-0.985955423906463,0.494233282819888,0.816660347867304,1.50672479291184,2.3037061835578,2.93818867864911,-0.321662968792827,1
"370",-2.9270388955473,0.717909477145995,-2.10089364617691,1.44786229621218,1.31281513725495,-0.532210075773764,1.83169835946263,-0.330017019329515,-1.07875040235329,0.5849573666322,1
"361",0.256122696200358,3.59004286971795,0.753094475707374,0.678496366182184,-0.68261807450079,-0.674064987415953,-1.7163577573872,-2.09825015954067,-2.56562176519264,0.202438015852052,1
"279",1.68487705253626,2.70440986176567,1.69518224497187,-0.146211599220003,-1.24024914161136,-0.308696160171524,-2.38245983752248,-1.6255017565002,-1.64932265102058,-0.120253011610011,0
"69",0.578630646533166,0.255933265262653,0.477315759134641,-0.198522793244958,-0.321359437215219,0.0267215418156132,-0.531579732005581,-0.166437671732485,-0.076464244100955,-0.0880136193184208,0
"110",-0.0323423548099349,-0.152770678915439,-0.0482578191204012,-0.0194250845945135,0.0394831657635197,0.0258227856656569,0.0886972284819209,0.0899338707464484,0.105104473112035,-0.00469434932961343,0
"310",-2.16779272576261,-3.4247976989603,-2.17252026663116,0.200185478426321,1.58721800509647,0.386374084858357,3.04199474696873,2.05952097201081,2.08218317669745,0.158520612373113,1
"215",0.807844024710412,-0.678203492428083,0.505019949001603,-0.505419824021869,-0.287714777147111,0.241593560725767,-0.301034465325251,0.370633162065232,0.64731174096917,-0.194776063482947,0
"667",3.50717416513688,1.93757622651797,2.95329275696449,-1.11812294573806,-2.00785569295592,0.0857499592689173,-3.38656049074652,-1.23376870921359,-0.744782858942183,-0.506641871672335,1
"642",1.90002655841322,-2.06665329540364,1.11430844373536,-1.29267270959872,-0.603408671476667,0.661245996367936,-0.507154662484086,1.14630373642979,1.86583297015234,-0.49084735431481,1
"25",0.660837302190337,-1.28344504110325,0.299565572714688,-0.574061843350852,-0.122107067647739,0.341378856156399,0.0641461157640471,0.72749769360765,1.06012602387799,-0.209923504983232,0
"14",0.283713285342578,0.554867504310367,0.300951038473392,-0.00269292458913478,-0.224304375816426,-0.0716055374781413,-0.443554078424729,-0.331642449062519,-0.350165529432906,-0.0133423556092904,0
"548",-1.03259466536328,-3.56360989654369,-1.33596970863056,-0.33056619536173,1.05636717244646,0.565238626553017,2.27212949992997,2.10621120714138,2.39888839319563,-0.0586506040680692,1
"506",-3.01879597836288,-2.9850742488352,-2.74733227068501,0.672053374981033,1.93300112648756,0.186068614387136,3.47613691718129,1.82905712595705,1.60033491131894,0.34462891533851,1
"249.1",-0.962770724876054,-0.410494436381354,-0.791803411835757,0.333700624662141,0.532317516389259,-0.04748908100587,0.877945981950091,0.267994971515572,0.116051284862638,0.147509494028986,0
"422",-3.84958034708035,-1.98964010630885,-3.22025740320325,1.25750647906528,2.18257407517881,-0.121169178516604,3.65878710302796,1.2743847781733,0.717658373608527,0.565624614386871,1
"594",3.24376896318437,-1.0371231626523,2.29058791391091,-1.65777269338094,-1.41733307654033,0.637448540234825,-1.92701428730047,0.506374838585214,1.3713623423747,-0.665024389432254,1
"132",0.316117854577911,0.588958093243143,0.330760802817573,-0.0094554934622658,-0.245372039385415,-0.0740068760342873,-0.48174029362132,-0.352468627155518,-0.368835308103575,-0.0168994999522122,0
"468",-1.16737718823088,-3.1846306394254,-1.37880205481325,-0.187645646099385,1.06305427898399,0.472488548374791,2.20911563530323,1.88957849526815,2.09731468134325,-0.00769704761380557,1
"42.1",-1.36769119125276,-0.302534307368555,-1.0810892690383,0.535900693928679,0.712585825817245,-0.122819598335244,1.12765620446986,0.217306366394726,-0.0394768389752273,0.229031583557191,0
"481",-1.88781528043029,-2.15047715387678,-1.76227398138555,0.357725067710825,1.25291108165801,0.172336725734313,2.29468954451384,1.30904035971584,1.20740213211274,0.195813832870716,1
"235",-1.20921191652151,0.814025694723604,-0.787278122080386,0.712196214907798,0.461923838979282,-0.321946640954453,0.536281415025487,-0.437653205096704,-0.822454250778222,0.277583184221917,0
"200",0.700526584751299,0.650447730426763,0.630947296097255,-0.165267126417357,-0.441995269369734,-0.0348423852942186,-0.78865525514627,-0.39983676872653,-0.340596601459143,-0.0829065717389331,0
"322",-2.23900165490288,1.24286056707397,-1.49894537806189,1.26043502415631,0.896402839476402,-0.543961116465949,1.1056238848764,-0.656399189572612,-1.33033256714756,0.495620654850719,1
"119",-0.807527457294016,0.589182823252666,-0.518653599210803,0.485657829624785,0.301396705908027,-0.22398936781961,0.338725137596277,-0.318804336826638,-0.58242673330512,0.188537363673674,0
"405",-0.681006527152369,-3.08325940942794,-0.995319598810289,-0.37958944292642,0.810614366158931,0.517390922284695,1.81075210264805,1.81591993739529,2.11587848391581,-0.0895754419980941,1
"648",-3.35641210778963,-2.57525874595263,-2.93869653619503,0.91113695033997,2.0336011971754,0.0601692552582834,3.54810984484049,1.60056840565925,1.23777955393273,0.434804868721058,1
"683",-3.83346092104195,0.52780499786653,-2.81575322893667,1.80531620046162,1.78345750814498,-0.615658454131763,2.574610982316,-0.192053871104033,-1.1124841490141,0.737467344787426,1
"151",0.324344710672643,-0.0500751383418144,0.237393269560839,-0.153940030763551,-0.150054169446768,0.0531590451574697,-0.215526787575569,0.01940455265048,0.0980715116941665,-0.0627724527569525,0
"259",1.44914637522889,0.417093739949616,1.16052039681585,-0.546536868317402,-0.770029990513148,0.111088676116313,-1.23594133312543,-0.28646627185103,-0.0284735892300925,-0.235968944100126,0
"479",-0.605842082920791,-3.29821866265568,-0.971996264862161,-0.46008866416395,0.807446720482169,0.569827841522817,1.84743232272479,1.9388339276318,2.28668878443259,-0.118241679400474,1
"380",-2.9976087540202,1.41247469175449,-2.04600186030097,1.6320550881983,1.23920444983796,-0.678650307846521,1.58735586514678,-0.732352427428308,-1.5979372022852,0.646083329747756,1
"193",1.37124574245445,-0.732455960337216,0.922483698083499,-0.765606116056404,-0.553452883272241,0.327476245935837,-0.689357214151178,0.385280286029595,0.79383222345452,-0.30154219522423,0
"694.1",3.30610479215761,-1.43173399746303,2.27621624097293,-1.77221976845283,-1.38633565242674,0.723615190142815,-1.80443610359554,0.734289033436606,1.67055828203035,-0.703818793513248,1
"170",-0.976521836988003,-0.155781590253687,-0.7625045173926,0.395904662670769,0.49942068812301,-0.0995736316109562,0.77948302355209,0.12008465567283,-0.0720426043308856,0.167708487424451,0
